id,name,sku,quantity,price_cents,expiry_date
1782,LOWPLAT 75 MG TABLETS,1724,18,1428,2020-08-30
1783,CEF-OD 100 MG SYRUP,1732,3,16000,2019-09-01
1784,CALAMOX 1000 MG TABLETS,1830,15,2983,2019-09-30
1785,CALAMOX 375 MG TABLETS,1741,21,1386,2019-10-30
1786,CALAMOX 625 MG TABLETS,1846,36,2035,2019-11-30
1787,XYLOAID 10 GR OINTMENT,1751,4,5262,2018-08-08
1788,NAPPY RASH CREAM WOODWARD,1733,5,3000,2019-10-30
1789,SALINASE NASAL DROPS,1747,4,2530,2019-06-06
1790,HADENSA COMFORT HERBAL OINTMENT,1729,2,21500,2020-09-09
1791,INDERAL 40 MG TABLETS,1734,2,15519,2022-08-08
1792,EPLAZYME SYRUP,1735,1,7800,2018-07-07
1793,HICS COUGH SYRUP,1749,1,16500,2019-03-03
1794,CEFEXOL DS SYRUP,1736,3,22500,2019-02-02
1795,I-CEF 100 MG SYRUP,1746,2,14500,2019-10-30
1796,HICS COUGH DROPS,1744,1,13900,2019-07-07
1797,COFERB COUGH DROPS,1738,2,17500,2019-05-05
1798,"PACIFIC,DM SYRUP",1739,5,7312,2021-11-30
1799,RUBIFER 60 ML SYRUP,1740,2,9486,2019-08-08
1800,EPITIZE SYRUP,1752,1,30319,2019-08-08
1801,ARBI KALONJI PHAKKI,1773,6,5000,2020-09-09
1802,SIMPLEX CONDOMS,1753,15,5000,2021-02-02
1803,FEBROL DS SYRUP,1776,4,3600,2019-12-12
1804,ALCOHOL SWAB,1775,197,200,2022-09-09
1805,ROSULIN 10 MG TABLETS,1757,8,1800,2018-08-08
1806,ONCE A DAY TABLETS,1765,30,833,2018-10-10
1807,DAN-D ORAL AMPOULE,1758,1,11000,2018-04-04
1808,SURBEX Z TABLETS ,1770,9,17136,2019-03-02
1809,ACDERMIN GEL,1759,0,17500,2019-12-12
1810,FAMOT 40 MG TABLETS,1760,32,1673,2020-08-30
1811,ZISCAR 5 MG TABLETS,1761,14,446,2018-09-09
1812,FML FORTE EYE DROPS,1762,1,11123,2019-08-08
1813,FAST RELIEF SPRAY,1763,2,35000,2019-01-01
1814,LUNGSOL SYRUP,1862,9,7500,2020-07-07
1815,BLOTIM 0.5% EYE DROPS REMINGTON,1754,1,11934,2018-06-07
1816,QALSAN-D MANGO FLAVOUR TABLET,1767,0,10300,2018-06-06
1817,QALSAN-D MIXED FRUIT FLAVOUR TABLET,1768,0,10300,2019-02-02
1818,NIDO 1 PLUS 1 KG MILK,1755,1,105000,2018-11-11
1819,NEUXAM 0.5 MG TABLETS,1863,3,600,2018-04-04
1820,NOCLOT-EA 75 MG TABLETS,1756,20,1450,2018-11-10
1821,ROSUNEXT 10 MG TABLETS,1774,10,1900,2019-06-30
1822,RECAM 8 MG TABLETS,1764,10,1300,2019-03-03
1823,TRIKAT MR TABLETS,1769,20,845,2018-02-02
1824,WHITE GOLD WHITE CREAM,1771,1,24000,2020-01-01
1825,TOOT SIAH MALATHI SYRUP ZONEX,1772,6,7000,2020-03-03
1826,POLENECK CERVICAL COLLAR,1766,0,30000,2021-11-12
1827,GLYCERIN PURE 300 GR,1777,2,17500,2018-08-08
1828,ESOMEGA 20 MG CAPSUL,1803,42,863,2019-07-07
1829,BONNISON 120 ML SYRUP,1802,1,20500,2020-05-05
1830,CLOTRIM CREAM,1808,3,4423,2024-10-10
1831,CEFIM 200 MG CAPSULES,1786,10,3179,2019-07-07
1832,CRAFILM TABLETS,1787,120,245,2019-08-08
1833,UNIFYLINE 400 MG TABLETS,1783,7,1380,2019-06-06
1834,UNIFYLINE SYRUP,1849,12,6630,2021-01-30
1835,CEFKAR 100 MG SYRUP,1784,13,18000,2019-12-30
1836,MELOR 7.5 MG TABLETS,1785,20,615,2019-04-04
1837,DEXATOB EAR DROPS,1792,4,12650,2019-06-30
1838,BULL CONDOMS,1789,2,15000,2018-05-05
1839,NITROMINT RETRARD 2.6 MG TABLETS,1781,60,416,2019-06-06
1840,BETNESOL INJECTION,1790,10,1296,2018-02-02
1841,SEN-Q10 TABLETS,1793,46,4000,2018-04-04
1842,CIXIM 100 MG SYRUP,1801,2,13000,2019-05-05
1843,AMBER BLAM,1806,5,5000,2021-10-10
1844,HARALIN POWDER,1791,10,7000,2018-04-04
1845,ELEZO CAPSULES ,1794,25,1000,2018-05-05
1846,SCABION FORTE LOTION,1795,3,9600,2018-11-11
1847,K-KORT INJECTION,1796,2,5290,2020-09-09
1848,INDERAL  10 MG TABLETS ,1798,5,6686,2022-09-30
1849,LINCOZAF 300 MG INJECTION,1788,8,2800,2021-01-01
1850,SKIN-A CREAM,1799,5,8000,2019-07-30
1851,MEDICARE CORD CLAMP,1800,4,3000,2020-12-17
1852,INDERAL 40 MG TABLETS LOZ ,1782,50,306,2020-12-12
1853,COLDENE 60 ML SYRUP,1837,5,4300,2018-11-11
1854,ADVANCE BREAST PUMP,1809,4,10000,2022-11-21
1855,VELOSEF 250 MG INJECTION,1810,3,4470,2018-05-05
1856,VELOSEF 500 MG INJECTION,1811,5,8800,2019-05-05
1857,VELOSEF 1000 MG INJECTION,1812,2,16100,2019-05-05
1858,SLATE 500 MG CAPSULES,1814,12,4041,2019-05-05
1859,SLATE 250 MG CAPSULES,1815,12,2291,2019-05-05
1860,SOFVASC 10 MG TABLETS,1816,64,1400,2019-05-05
1861,SHIELD TEETHER,1817,0,5000,2024-10-30
1862,TRI-MELASIN CREAM,1813,4,24000,2020-11-01
1863,SCABION CREAM,1821,7,4365,2020-07-30
1864,PROVATE-S OINTMENT,1822,3,7500,2018-10-10
1865,TUSU DAWAT,1823,2,12000,2021-11-23
1866,SENIOR DIAPERS LARGE,1818,10,7000,2020-01-01
1867,OTOCAINE EAR DROPS,1825,6,2100,2019-10-06
1868,SOLCINA 5 MG TABLETS,1826,10,3650,2018-07-07
1869,QUSPAR 100 MG TABLETS,1819,10,4080,2018-09-05
1870,CEBOSH 100 MG SYRUP,1827,3,14500,2019-04-04
1871,LINZIM 100 MG SYRUP,1824,1,14500,2019-10-30
1872,FIBO SACHET,1828,20,1750,2018-08-08
1873,PULMONAT SYRUP,1829,3,17500,2019-10-30
1874,PREGNACARE CONCEPTION TABLETS,1836,11,5333,2019-09-09
1875,PAD WRITING LARGE POLORON,1831,209,5000,2021-11-25
1876,ZANTAC 300 MG TABLET,1820,15,1779,2019-05-05
1877,VENTOLIN INJECTION,1832,9,1922,2018-09-09
1878,CAROL 250 MG TABLETS,1833,13,2400,2018-05-05
1879,CAROL 500 MG TABLETS,1834,16,4450,2018-05-05
1880,MAXFYL SYRUP,1835,6,6500,2019-12-01
1881,MYRIN-P TABLETS,1838,100,989,2018-12-12
1882,TAVANIC 250 MG TABLETS,1882,10,4175,2018-04-04
1883,CERELAC YELLOW FRUITS,1883,3,21000,2018-06-06
1884,NEUGAST 25 MG CAPSULES,1884,14,1100,2018-10-10
1885,LORNEX 8 MG TABLETS,1885,19,1300,2018-08-08
1886,OMC-D TABLETS,1886,20,750,2018-07-07
1887,PROVATE OINTMENT,1887,2,4700,2018-08-08
1888,TERBISIL CREAM,1888,2,17136,2019-10-01
1889,TERBISIL 250 MG TABLETS,1889,10,4080,2019-08-30
1890,DAKTACORT CREAM,1890,3,8587,2020-06-06
1891,DAKTARIN CREAM,1891,3,8428,2019-07-30
1892,ATORVA 10 MG TABLETS,1892,22,1800,2019-10-30
1893,KUFF-KOL SYRUP,1893,1,7000,2019-02-02
1894,KLARICID DROPS,1894,3,15925,2019-12-30
1895,GALZA-MET 50 850 MG TABLETS,1895,7,1700,2018-06-06
1896,TERCICA 300 MG TABLETS,1896,27,883,2018-09-09
1897,TERCICA 400 MG TABLETS,1897,30,1093,2019-01-01
1898,PROVATE-G OINTMENT,1898,2,6593,2019-02-02
1899,PANADOL PACKET TABLETS,1899,1,24000,2022-11-30
1900,PANADOL EXTRA PACKET TABLETS,1900,2,15900,2022-12-30
1901,LAZER 500 MG TABLETS,1901,10,2000,2018-06-06
1902,APPLE BABY FEEDING BOTTLE 80 ML,1902,1,8000,2021-12-03
1903,MULTICAL PLUS SACHETS,1903,20,1285,2018-09-09
1904,DELKA 40 MG CAPSUL,1904,14,1785,2019-10-30
1905,MEIJI MAMILAC,1905,1,75500,2017-12-22
1906,GIXER SYRUP,1906,4,2990,2019-11-30
1907,KESTINE SYRUP,1907,7,7000,2019-10-10
1908,CLINA GEL,1908,2,10143,2019-07-31
1909,LACTOFER-S CAPSULES,1909,17,1450,2018-05-05
1910,CASTOR OIL 100 ML MARHABA,1910,2,7000,2018-07-07
1911,MONTICEL 10 MG TABLETS,1911,14,1821,2018-10-10
1912,CASTOR OIL 50 ML MARHABA,1912,1,4500,2018-03-03
1913,ZENTRO 40 MG TABLETS,1913,21,1150,2020-10-30
1914,ACABEL 8 MG TABLETS,1914,60,1300,2018-08-08
1915,RAMIPACE 2.5 MG TABLETS,1915,26,1196,2018-08-08
1916,CLOBICARE CREAM,1916,2,3000,2018-07-07
1917,NOCTAMID 1 MG TABLETS,1917,180,221,2021-12-30
1918,MOBIL-K 75 MG TABLETS,1918,70,450,2020-09-09
1919,NEHAL AJMAL PHAKKI,1919,4,2000,2019-03-03
1920,CEBOSH DS SYRUP,1920,4,23500,2019-04-04
1921,FAIR LOVELY WINTER FAIRNESS 70 ML,1921,3,18000,2018-09-27
1922,PONDS MOISTURISING LOTION 200 ML,1922,1,19900,2018-11-14
1923,FOCIN 250 MG SYRUP,1923,1,9762,2018-06-06
1924,DESCOL 20 MG SYRUP,1924,9,1900,2019-10-10
1925,GYNO-DAKTARIN VAGINAL CREAM,1925,1,12547,2018-03-03
1926,ESOMAX 40 MG CAPSULES,1926,14,1800,2019-06-06
1927,MEROL 25 MG TABLETS,1927,110,184,2020-11-30
1928,MO TU 15 MG TABLETS,1928,60,1066,2019-06-01
1929,FLUNIC SYRUP,1929,7,6500,2018-11-08
1930,ZINACEF 250 MG INJECTION,1930,6,4640,2019-07-07
1931,DANZEN TABLETS,1931,63,675,2022-09-01
1932,VIDAYLIN SYRUP,1932,4,6054,2018-11-30
1933,VIDAYLIN T TABLETS,1933,3,9588,2018-10-30
1934,SKIN WHITE OILY SKIN SOAP,1934,2,6000,2020-07-07
1935,AXICON 150 MG CAPSULES,1935,10,13800,2019-09-09
1936,FUCIDIN  CREAM,1936,4,25900,2019-11-11
1937,CALCIUM P TABLETS,1937,2,6500,2018-06-05
1938,MODURETIC TABLETS,1938,70,268,2019-04-04
1939,CANDEREL 200 TABLET,1939,3,19000,2020-08-08
1940,STOMACOL 10 MG TABLETS,1940,30,430,2020-08-01
1941,TRUPRIL 5 MG TABLETS,1941,14,474,2020-01-01
1942,AD FOLIC 600 MG TABLETS,1942,15,1500,2018-05-05
1943,RELISPA 40 MG TABLETS,1943,60,250,2021-10-10
1944,QOSMET 500 50 MG TABLETS,1944,5,1900,2018-04-04
1945,GLYSET 2 MG TABLETS,1945,20,700,2019-06-06
1946,RIVOTRIL 0.5 MG TABLETS,1946,50,400,2020-11-11
1947,E CAPSUL LARGE,1947,155,2000,2019-07-31
1948,FLOROPTIC EYE DROPS,1948,2,5600,2019-06-06
1949,SOFTEAL DROPS,1949,12,15300,2019-09-30
1950,TOBRADEX EYE DROPS,1950,1,33583,2018-12-12
1951,LACRI-LUBE EYE OINTMENT,1951,2,12205,2020-09-30
1952,MOTILIUM V TABLETS,1952,98,527,2019-08-08
1953,SALAZODINE EC 500 MG TABLETS,1953,14,565,2019-08-08
1954,FACE FRESH CLEANSER CREAM,1954,1,31000,2019-05-21
1955,CITANEW 5 MG TABLETS,1955,14,1392,2019-09-30
1956,COLDREX SYRUP,1956,19,6700,2021-09-30
1957,RYXON 1000 MG INJECTION,1957,4,20000,2018-08-08
1958,NATURAL FACE CREAM,1958,6,25000,2019-12-12
1959,TOBRA EYE DROPS,1959,4,9500,2019-10-01
1960,ESOCUE 20 MG CAPSULES,1960,14,1157,2019-08-08
1961,ESOCUE 40 MG CAPSULES,1961,14,1964,2019-10-10
1962,URSO 250 MG CAPSULES,1962,10,3162,2021-08-08
1963,FUNGONE 150 MG CAPSULES,1963,2,15500,2019-12-12
1964,MIXEL 200 MG CAPSULES,1964,3,3300,2018-10-10
1965,FYCALCI VIT D3 INJECTION,1965,3,11000,2019-09-01
1966,NEW-D3 INJECTION,1966,1,11000,2018-08-08
1967,MIXEL 400 MG CAPSULES,1967,8,6500,2018-10-10
1968,FRENDCOGEN TABLETS,1968,116,450,2018-06-06
1969,ROTHIN 200 MG SYRUP,1969,10,16500,2019-05-30
1970,GONADIL F CAPSULES,1970,29,1577,2019-04-04
1971,CYTOPAN 75 MG TABLETS,1971,12,1370,2019-01-01
1972,AIREEZ 4 MG SACHET,1972,14,1200,2018-04-04
1973,EXOCIN EYE DROPS,1973,2,8237,2019-03-30
1974,PEACH PLUS BLEACH CREAM,1974,4,2000,2019-09-07
1975,CARE FEEDER 250 ML HANDLE WALA,1975,2,15000,2021-12-22
1976,CARE FEEDER 250 ML ,1976,-12,14000,2020-02-02
1977,BLESSO BLEACH CREAM,1977,2,3000,2020-05-05
1978,ZOLID PLUS 15+850 MG TABLETS,1978,14,721,2019-07-07
1979,ZOLID PLUS 15+500 MG TABLETS,1979,11,673,2019-07-07
1980,KEMADRIN 5 MG TABLETS,1980,4,10286,2022-08-31
1981,A2A 25 MG TABLETS,1981,30,995,2019-11-30
1982,AD FOLIC 300 MG TABLETS,1982,40,933,2019-06-30
1983,ESOTEK GEL,1983,0,26400,2019-10-10
1984,OCULUVIT TABLETS,1984,40,596,2018-08-08
1985,GOLDEN PEARL WHITENING SERUM,1985,2,12000,2019-06-14
1986,PULMONOL BAM,1986,7,4000,2019-10-10
1987,ECASIL 400 MG TABLETS,1987,10,5416,2018-07-07
1988,ECASIL 600 MG TABLETS,1988,16,8000,2019-08-30
1989,BURNOL CREAM,1989,10,5542,2019-11-30
1990,CLOMITAB 50 MG TABLETS,1990,20,3339,2022-10-30
1991,AVECOL DS SYRUP,1991,1,17000,2018-12-12
1992,STRESSTABS 600 TABLETS,1992,0,12900,2018-12-12
1993,RUSUFER INJECTION,1993,6,20000,2018-04-04
1994,RETRIEVE CREAM,1994,0,21100,2019-10-10
1995,VISOL GEL,1995,1,12400,2019-02-02
1996,COLOFAC 135 MG TABLETS,1996,95,789,2022-09-30
1997,GEVOLOX PLUS TABLETS,1997,13,1840,2018-08-08
1998,NICORIL 10 MG TABLETS,1998,20,1346,2018-05-05
1999,QUFEN 50 MG TABLETS,1999,16,485,2018-10-10
2000,ISOTOP GEL,2000,3,9500,2019-07-30
2001,LODOPIN 5 MG TABLETS,2001,16,467,2018-07-07
2002,REMICOL EAR DROPS,2002,10,1800,2019-10-10
2003,PENAGRA TABLETS,2003,31,4000,2019-06-06
2004,FOREVA 400 MG CAPSULES,2004,30,733,2018-09-09
2005,CLINDAMAX GEL,2005,2,10000,2019-05-05
2006,ADOXA 100 MG TABLETS,2006,20,540,2020-03-03
2007,NAZE 2 MG TABLETS,2007,28,483,2018-08-08
2008,HILORIC 40 MG TABLETS,2008,20,1000,2018-05-05
2009,CAPCIDOL LOTION,2009,1,8500,2020-02-02
2010,MYLAXON TABLETS,2010,30,860,2019-06-06
2011,DURAGESIC FORTE TABLETS,2011,55,383,2018-07-07
2012,CYNFO 250 MG SYRUP,2012,1,11025,2019-03-03
2013,NEBULIZER MASK LARGE,2013,2,15000,2021-11-07
2014,BYSCARD 2.5 MG TABLETS,2014,14,773,2019-03-03
2015,BETADERM LOTION,2015,2,8625,2019-10-30
2016,PONSTAN PACKET TABLETS,2016,5,17749,2022-10-30
2017,RHINOSONE NASAL SPRAY,2017,5,8260,2019-11-01
2018,ADENURIC 80 MG TABLETS,2018,16,2925,2018-06-06
2019,PAEDI CARE BANANA FLAVOUR,2019,4,8000,2019-07-30
2020,MEROL 50 MG TABLETS,1881,30,306,2019-09-09
2021,VASTAREL 35 MG MR TABLETS,2020,20,1340,2020-10-30
2022,OXOFERIN SOLUTION,1880,2,35794,2021-09-30
2023,SN XIME 100 MG SYRUP,2021,3,18000,2019-10-10
2024,D SURE CAPSULES,1879,3,17500,2019-07-29
2025,EVOFIX 400 MG CAPSULES,1875,5,5500,2019-07-07
2026,NAPROSYN 500 MG TABLETS,1874,19,1140,2019-10-10
2027,ONSET 8 MG INJECTION,1873,2,10900,2018-09-09
2028,CEFEXOL 100 MG SYRUP,1872,3,14500,2020-07-01
2029,NEBIL 2.5 MG TABLETS,1871,4,685,2018-05-05
2030,CO-EZIDAY TABLETS,26,22,1500,2019-09-09
2031,LEVODEN 500 MG TABLETS,61,40,4160,2022-02-16
2032,HI-SERVIN 30 ML SYRUP,126,1,9120,2018-12-12
2033,VELORA 125 MG SYRUP,146,5,7100,2019-01-01
2034,VELORA 250 MG SYRUP,473,3,12170,2018-09-09
2035,VELORA 500 MG CAPSULES,476,7,1673,2019-12-12
2036,VELORA 250 MG CAPSULES,604,17,841,2019-07-07
2037,CEFLOREX 200 MG DS SYRUP,606,2,18000,2018-10-10
2038,COCUF SYRUP,612,1,16000,2020-10-30
2039,AMINOLLIN SYRUP,663,10,3600,2018-11-11
2040,SUNBLOCK NORMAL SKIN,780,1,30000,2019-07-07
2041,COREZCOL 60 ML SYRUP,928,4,6000,2020-07-30
2042,PARLEY CREME BLEACH 40 GR,1332,2,6000,2020-01-13
2043,PARLEY FAIRNESS CREAM ,1358,2,13000,2019-11-15
2044,PARLEY FAIRNESS CREAM TUBE,1550,6,5000,2020-01-23
2045,PARLEY WHITENING SERUM,1577,3,10000,2020-02-16
2046,PARLEY AVOCADO FACE WASH,1605,1,12000,2019-05-03
2047,ORTHO-FLEX FORTE TABLETS,1628,42,353,2019-09-09
2048,LAME 10 MG TABLETS,1648,37,833,2020-08-08
2049,PARLEY PEACH FACE WASH,1681,1,12000,2019-05-02
2050,OFLOCIN 0.3% EAR DROPS,1713,1,7000,2019-04-30
2051,HI-SERVIN 60 ML SYRUP,1745,4,18250,2018-11-11
2052,PEPTIBAN SYRUP,1778,1,5000,2019-05-05
2053,PARLEY HAIR REMOVER CREAM 30 GR,1839,1,5000,2019-02-07
2054,PARLEY HAIR REMOVER CREAM 50 GR,1841,1,8000,2019-06-12
2055,PARLEY HAIR REMOVER LOTION 125 GR,1842,3,12000,2019-12-26
2056,PARLEY HAIR REMOVER LOTION 80 GR,1843,2,9000,2019-12-27
2057,PARLEY HAIR REMOVER LOTION 45 GR,1844,2,6000,2019-11-08
2058,ZETRO 500 MG CAPSULES,1845,13,4566,2019-12-30
2059,ADAPCO GEL,1847,2,14000,2018-09-09
2060,CLYCIN-T LOTION,1848,1,15000,2019-11-11
2061,VITACHLOR 0.5% EYE DROPS,1850,1,1300,2018-06-06
2062,OEM ORS LEMON FLAVOUR SACHET ,1852,23,1125,2019-07-07
2063,ROTEC 75 MG TABLETS,1853,40,1375,2018-11-11
2064,OFLEXER EYE DROPS,1859,2,8870,2018-08-08
2065,NEO-KLAR 125 MG SYRUP,1860,1,23000,2019-11-11
2066,ONSET 8 MG TABLETS,1856,16,2990,2020-08-30
2067,FERRITIN-F TABLETS,1857,62,1250,2019-08-08
2068,XEPARIL 40 MG TABLETS,1867,11,1250,2018-12-12
2069,HEX 50 MG TABLETS,1868,20,2000,2020-03-03
2070,ESPRA 20 MG TABLETS,1869,28,1231,2019-03-03
2071,ESPRA 40 MG TABLETS,2022,6,2940,2019-09-01
2073,JOLEN BLEACH CREAM SMALL,2024,3,10000,2020-11-30
2074,JOLEN BLEACH CREAM LARGE,2025,1,15000,2020-02-26
2075,BRUFEN PLUS TABLETS,2026,20,456,2019-05-30
2076,PANSOL 100 MG TABLETS,2027,24,700,2019-09-09
2077,PROXEN 250 MG TABLETS,2028,50,720,2019-04-04
2078,FIXITIL 400 MG CAPSULES,2029,5,6300,2019-02-02
2079,SINAXAMOL TABLETS,2030,88,356,2019-10-10
2080,KUF-GO SYRUP,2031,8,3000,2019-10-10
2081,FUDGE CREAMY BOOSTER,2032,10,500,2018-10-10
2082,A2A 50 MG TABLETS,2033,35,1750,2019-10-30
2083,DR.KOFF TULSI FLAVORS TABLETS JAR,2034,80,500,2020-10-10
2084,DR.KOFF LEMON&HONEY FLAVORS TABLETS,2035,52,833,2020-01-01
2085,DR.KOFF TULSI FLAVORS TABLETS,2036,54,833,2020-10-10
2086,TOOT SIAH 100 ML SYRUP HIMONT,2037,12,9000,2019-11-11
2087,LIPIREX 20 MG TABLETS,2038,30,2900,2018-12-12
2088,OTID 125 MG SYRUP,2039,1,10120,2018-10-10
2089,OTID 250 MG SYRUP,2040,1,17260,2018-11-11
2090,POLYFER TABLETS,2041,30,714,2020-03-03
2091,TASMI 40 MG TABLETS,2042,11,2185,2019-08-08
2092,FAAST+20 MG CAPSULES,2043,28,1057,2018-10-10
2093,FAAST+40 MG CAPSULES,2044,26,1825,2018-10-10
2094,DUVEL PLUS 50+1000 MG TABLETS,2045,26,2000,2019-01-01
2095,KINZ 20 MG INJECTION ,2046,5,8566,2020-01-01
2096,COMBIVAIR 200 MCG CAPSULES,2047,60,938,2018-04-04
2097,DULAN 20 MG CAPSULES,2048,14,2142,2019-04-04
2098,SPASRID TABLETS,2049,21,575,2020-12-12
2099,GABICA 50 MG CAPSULES,2050,42,1650,2019-08-30
2100,VEET HAIR REMOVAL LOTION NORMAL SKIN 40 GR,2051,3,9900,2019-01-01
2101,VEET HAIR REMOVAL LOTION NORMAL SKIN 80 GR,2052,2,19500,2019-01-01
2102,VEET HAIR REMOVAL LOTION DRY SKIN 40 GR,2053,3,9900,2019-01-01
2103,VEET HAIR REMOVAL LOTION DRY SKIN 80 GR,2054,1,19500,2019-01-01
2104,DERMOVATE NN OINTMENT 20 GR,2055,10,7000,2019-11-30
2105,FAIR & LOVELY BB CREAM,2056,3,17000,2019-05-05
2106,TAMSOLIN 0.4 MG CAPSULES,2057,4,3602,2018-12-12
2107,EVION 200 MG CAPSULES,2058,32,267,2018-09-09
2108,SURFICOL TABLETS PACKET,2059,2,18000,2020-10-30
2109,MEDICAM BLEACH CREAM SMALL,2060,1,12500,2021-12-12
2110,VALIUM 10 MG INJECTION,2061,5,3900,2018-11-11
2111,PRED FORTE EYE DROPS,2062,4,7607,2020-09-30
2112,BETACIN-N CREAM,2063,1,3890,2020-06-30
2113,OPTILETS M TABLETS,2064,0,5554,2018-12-12
2114,CLAFORAN 0.25 MG INJECTION,2065,3,11039,2019-07-07
2115,JOHNSONS BABY LOTION 100 ML ,2066,1,13000,2020-03-09
2116,JOHNSONS BABY OIL 125 ML ,2067,4,22500,2018-08-04
2117,ACEBEX CAPSULES,2068,30,605,2018-11-11
2118,MACMOL INFUSION,2069,2,8800,2018-11-11
2119,ADOSETRON 8 MG INJECTION,2070,3,14900,2018-10-10
2120,PARAZYL-L INJECTION,2071,5,5500,2018-09-09
2121,FLAMCAST INJECTION,2072,2,8600,2018-04-04
2122,DICLOLIG INJECTION,2073,10,2500,2019-08-08
2123,POLYFER FA TABLETS,2074,40,710,2020-06-06
2124,MAXPAN 200 MG CAPSULES,2075,10,3000,2019-08-08
2125,CLEAN CLEAR FACIAL WASH 50 ML,2076,1,13000,2020-04-04
2126,CLEAN CLEAR FACIAL WASH 100 ML,2077,2,24000,2020-03-12
2127,FUDIC CREAM,2078,5,14000,2020-10-30
2128,TIOVAIR 18 MCG CAPSULES,2079,25,1680,2018-08-08
2129,ROLAC 100 MG CAPSULES,2080,4,5750,2018-10-10
2130,QUSEL 25 MG TABLETS,2081,25,1250,2018-12-12
2131,WILGESIC FORTE TABLETS,2082,35,322,2018-10-10
2132,JOSH MAX CONDOMS,2083,7,5000,2020-07-07
2133,PROASMA TABLETS,2084,30,266,2018-02-02
2134,HAB-E-MUQIL KHAS TABLETS QARSHI,2085,3,5000,2019-12-12
2135,CASTOR OIL 60 ML QARSHI,2086,2,9000,2020-01-01
2136,GHUTTI 60 ML QARSHI,2087,4,5000,2020-05-05
2137,BRONKAL SYRUP,2088,3,2760,2018-11-11
2138,XYLOR SYRUP,2089,5,5175,2019-01-01
2139,FIFEX 120 MG DS TABLETS,2090,30,890,2020-09-30
2140,FIFEX 60 MG TABLETS,2091,36,550,2019-12-12
2141,ISOTIN GEL,2092,2,9500,2019-10-10
2142,PROSPAN SYRUP,2093,1,17500,2019-10-10
2143,MAGNETT 100 MG SYRUP,2094,6,14500,2019-10-30
2144,MAGNETT DS 200 MG SYRUP,2095,5,21500,2019-09-09
2145,MAGNETT 400 MG CAPSULES,2096,12,6500,2019-09-01
2146,KUFTEC SYRUP,2097,1,8000,2020-10-10
2147,BM 3 LIVER & GALLBLADDER,2098,6,8500,2022-01-01
2148,BM 4 DIARRHOEA & DYSENTERY,2099,3,7500,2021-06-06
2149,BM 6 LEUCORRHOEA & ASSOCI,2100,3,8500,2022-02-02
2150,BM 7 SKIN AILMENTS PSORIASIS,2101,3,8500,2022-02-02
2151,BM 8 RHINITIS & SINUSITIS,2102,10,8500,2022-01-01
2152,BM 12 GASTRITIS & HYPERACIDITY,2103,3,8500,2022-02-16
2153,BM 13 COUGH,2104,3,8500,2021-12-12
2154,BM 18 VISION WEAKNESS,2105,3,8500,2022-01-01
2155,BM 19 OVER WEIGHIT,2106,3,8500,2022-01-01
2156,BM 21 CONSTIPATION,2107,3,8500,2022-01-01
2157,BM 24 MENTAL WEAK MEMORY,2108,3,7500,2020-04-04
2158,BM 26 RESPIRATORY DISORDER,2109,10,8500,2021-12-12
2159,BM 27 CROCUS SAT,2110,3,7500,2020-08-08
2160,BM 29 URINARY TRACT INFECTUON,2111,2,8500,2022-01-01
2161,BM 33 ANEMIA,2112,3,8500,2022-01-01
2162,BM 36 OVARIAN CYSTS &UTERINE FIBROIDS,2113,2,8500,2021-10-10
2163,BM 38 ACNE & SCARS,2114,10,8500,2021-09-09
2164,BM 42 FEBRICITY & FEBRILITY,2115,3,8500,2021-11-11
2165,BM 43 HUMAN WORMS & PARASITES,2116,3,8500,2021-11-11
2166,BM 50 SHORT STATURE,2117,3,8500,2021-11-11
2167,CORNETTO HAZELNUT,2118,1,5500,2018-03-16
2168,XAAR 75 MG CAPSULES,2119,14,1700,2018-12-12
2169,ROSE PETAL MULTI COLOR LARGE,2120,0,17500,2019-12-12
2170,FATTA CHATT CANDY,2121,66,500,2020-05-05
2171,ISPAGHOL HANGER HIMONT 4 GR,2122,24,1000,2021-04-30
2172,ISPAGHOL HIMONT 150 GR,2123,2,29000,2020-07-07
2173,ISPAGHOL HIMONT 95 GR,2124,1,19000,2021-02-02
2174,ISPAGHOL SUGAR FREE HIMONT 150 GR,2125,2,29500,2020-02-02
2175,SYNALGO 100 MG TABLETS,2126,10,628,2019-12-12
2176,CELBEX 200 MG CAPSULES,2127,12,1750,2018-07-07
2177,QUENCH 50 GR CREAM,2128,3,13200,2020-10-10
2178,ZOPENT 40 MG TABLETS,2129,31,2350,2019-08-08
2179,GYNO-TRAVOGEN VAGINAL CREAM,2130,1,27531,2022-03-03
2180,ITREEFAL USTUKHUDUS QARSHI,2131,2,10000,2020-02-02
2181,TARYAQ-E-NAZLA QARSHI,2132,2,7000,2020-01-01
2182,DERMOQUIN 4% CREAM,2133,1,8104,2019-10-30
2183,A-FANTRINE BD 80 480 TABLETS,2134,0,5500,2018-08-30
2184,A-FANTRINE DS 40 240 TABLETS,2135,42,3300,2018-04-04
2185,A-FANTRINE 15 90 60 ML SYRUP,2136,4,18000,2018-11-30
2186,A-FANTRINE 15 90 30 ML SYRUP,2137,3,9000,2018-11-30
2187,KL 7 PILES,2138,3,7000,2021-08-08
2188,KL 1 PAIN FEVER SWELLING,2139,3,7000,2021-09-09
2189,KL 3 LOW BLOOD PRESSURE,2140,3,7000,2021-08-08
